Restaurant_Name,City,Cuisine,Rating,Votes,Cost_For_Two,Review,Date,Month,Year,Sentiment_Label,VADER_Compound_Score,Reviewer_Name,Dining_Type,Has_Online_Delivery,Has_Table_Booking,Review_Length,Word_Count
Pizza Hut,Hyderabad,Chinese,4.1,298,600,Great place for family dining. Kids loved the food and staff was very accommodating.,2023-10-31,October,2023,Positive,0.5828,User_1582,Takeaway,Yes,No,84,14
Mamagoto,Bangalore,Bengali,4.4,4475,300,Perfect dining experience. The chef clearly knows what they are doing with each dish.,2023-06-11,June,2023,Positive,0.3755,User_1993,Dine-in,No,Yes,85,14
The Great Kabab Factory,Ahmedabad,South Indian,4.7,2526,800,Mouthwatering dishes! The dal makhani and naan were absolutely wonderful.,2022-02-12,February,2022,Positive,0.7495,User_6656,Dine-in,Yes,No,73,10
Rajdhani,Pune,Thai,3.9,4528,1500,Mouthwatering dishes! The dal makhani and naan were absolutely wonderful.,2022-10-14,October,2022,Positive,0.972,User_5896,Delivery,No,No,73,10
Flurys,Bangalore,Chinese,4.4,2751,400,Superb food quality and excellent presentation. The desserts were absolutely divine.,2022-09-18,September,2022,Positive,0.9793,User_1136,Delivery,No,No,84,11
Oh! Calcutta,Mumbai,Bengali,4.2,447,600,The portions are generous and the taste is authentic. Great value for money indeed.,2023-07-12,July,2023,Positive,0.8727,User_7672,Delivery,Yes,Yes,83,14
Yauatcha,Kolkata,North Indian,4.6,949,600,The portions are generous and the taste is authentic. Great value for money indeed.,2022-06-10,June,2022,Positive,0.8673,User_2721,Dine-in,No,Yes,83,14
Oh! Calcutta,Pune,Chinese,2.1,3358,400,Terrible service! Waited for over an hour and the food arrived cold and tasteless.,2023-09-18,September,2023,Negative,-0.4289,User_3967,Dine-in,No,No,82,14
Arsalan,Bangalore,North Indian,4.0,4855,200,The portions are generous and the taste is authentic. Great value for money indeed.,2022-03-11,March,2022,Positive,0.8486,User_3142,Delivery,No,Yes,83,14
Taco Bell,Kolkata,Continental,4.8,2347,1000,Incredible flavors! This is my go-to place for celebrations and special occasions.,2023-12-20,December,2023,Positive,0.901,User_3425,Takeaway,No,Yes,82,12
Aminia,Bangalore,Continental,2.7,569,500,Not hygienic at all. Found something unexpected in my food. Completely put off.,2023-05-19,May,2023,Negative,-0.9037,User_9598,Takeaway,No,Yes,79,13
Peter Cat,Delhi,Continental,3.8,3905,800,Amazing ambiance and delicious food. Highly recommended to all food lovers!,2022-10-22,October,2022,Positive,0.61,User_2200,Takeaway,Yes,No,75,11
Arsalan,Hyderabad,Continental,1.1,2290,300,Very bad experience overall. The manager was unapologetic about the long wait time.,2022-04-04,April,2022,Negative,-0.8988,User_1405,Delivery,Yes,Yes,83,13
Peter Cat,Pune,Continental,1.0,4627,500,The biryani was bland and overpriced. Expected much better quality from this place.,2023-06-15,June,2023,Negative,-0.9599,User_5783,Dine-in,No,Yes,83,13
Farzi Cafe,Chennai,Chinese,4.3,1105,2000,Absolutely loved the food! The biryani was heavenly and the service was top-notch.,2023-11-13,November,2023,Positive,0.9298,User_3100,Dine-in,No,No,82,13
McDonald's,Pune,Continental,4.1,2959,2000,Absolutely loved the food! The biryani was heavenly and the service was top-notch.,2023-12-24,December,2023,Positive,0.6507,User_3671,Delivery,Yes,No,82,13
Farzi Cafe,Chennai,Fast Food,4.9,4110,300,The portions are generous and the taste is authentic. Great value for money indeed.,2023-05-08,May,2023,Positive,0.4527,User_1688,Dine-in,Yes,Yes,83,14
Moti Mahal,Hyderabad,Italian,4.2,2247,1200,"Loved everything about this place. The ambiance, food, and service all 10 out of 10.",2023-12-31,December,2023,Positive,0.7048,User_8660,Delivery,No,No,84,15
Rajdhani,Pune,Continental,4.4,4720,600,The portions are generous and the taste is authentic. Great value for money indeed.,2023-03-28,March,2023,Positive,0.5777,User_2520,Dine-in,No,Yes,83,14
Bukhara,Chennai,North Indian,4.7,2902,600,Outstanding experience from start to finish. The staff was very friendly and welcoming.,2023-03-10,March,2023,Positive,0.413,User_4270,Takeaway,Yes,No,87,13
Pind Balluchi,Bangalore,South Indian,3.8,2593,500,Best restaurant in the city! Will definitely come back. Highly recommend to everyone.,2023-06-11,June,2023,Positive,0.4988,User_1702,Dine-in,No,Yes,85,13
Oudh 1590,Hyderabad,Mughlai,4.2,711,2000,Superb food quality and excellent presentation. The desserts were absolutely divine.,2022-11-27,November,2022,Positive,0.7069,User_9797,Dine-in,No,No,84,11
Rajdhani,Hyderabad,Mexican,3.8,2103,500,Superb food quality and excellent presentation. The desserts were absolutely divine.,2023-07-06,July,2023,Positive,0.5246,User_2494,Dine-in,Yes,No,84,11
Rajdhani,Delhi,Mexican,4.9,3060,600,"Fresh ingredients, wonderful taste, superb service. Came back thrice this month!",2022-11-28,November,2022,Positive,0.4482,User_2839,Dine-in,No,No,80,11
Mainland China,Bangalore,Mexican,3.8,2734,1500,The ambiance is nice but food quality could be improved considerably.,2022-02-14,February,2022,Neutral,-0.2104,User_6264,Dine-in,Yes,Yes,69,11
Subway,Mumbai,Fast Food,4.2,1426,2000,Perfect dining experience. The chef clearly knows what they are doing with each dish.,2023-01-13,January,2023,Positive,0.73,User_5390,Dine-in,No,Yes,85,14
Peter Cat,Pune,Fast Food,4.1,716,1500,Superb food quality and excellent presentation. The desserts were absolutely divine.,2022-05-01,May,2022,Positive,0.8671,User_2788,Takeaway,No,Yes,84,11
Social,Bangalore,Thai,4.0,3261,500,The food quality is exceptional. Every dish was perfectly cooked with fresh ingredients.,2023-07-05,July,2023,Positive,0.5486,User_2160,Delivery,No,Yes,88,13
Arsalan,Bangalore,South Indian,1.1,527,300,Worst dining experience ever. The chicken was undercooked and completely tasteless.,2023-07-13,July,2023,Negative,-0.4159,User_2630,Delivery,No,No,83,11
Taco Bell,Pune,South Indian,4.4,4475,500,The food quality is exceptional. Every dish was perfectly cooked with fresh ingredients.,2023-01-19,January,2023,Positive,0.4211,User_5217,Delivery,Yes,Yes,88,13
Karim's,Kolkata,Mexican,1.4,970,400,Not hygienic at all. Found something unexpected in my food. Completely put off.,2022-04-20,April,2022,Negative,-0.8608,User_4324,Dine-in,Yes,No,79,13
The Irish House,Chennai,Mughlai,4.0,1470,1000,The portions are generous and the taste is authentic. Great value for money indeed.,2022-07-26,July,2022,Positive,0.7233,User_2282,Delivery,Yes,No,83,14
Mamagoto,Delhi,Mughlai,4.9,86,400,Fantastic experience overall. The mutton biryani is a must-try. Worth every penny.,2022-04-26,April,2022,Positive,0.5934,User_6623,Takeaway,No,No,82,12
Mamagoto,Ahmedabad,Fast Food,4.3,4234,600,The food quality is exceptional. Every dish was perfectly cooked with fresh ingredients.,2023-05-07,May,2023,Positive,0.3432,User_2786,Dine-in,Yes,No,88,13
Smoke House Deli,Hyderabad,Italian,3.1,4117,300,Visited twice and both times it was a mixed bag experience. Inconsistent quality.,2022-12-25,December,2022,Neutral,0.2226,User_1481,Takeaway,Yes,No,81,13
Rajdhani,Pune,Fast Food,5.0,3498,1500,Incredible flavors! This is my go-to place for celebrations and special occasions.,2022-09-02,September,2022,Positive,0.4826,User_7155,Dine-in,Yes,Yes,82,12
Udupi Palace,Ahmedabad,Mexican,3.8,516,2000,Incredible flavors! This is my go-to place for celebrations and special occasions.,2022-02-12,February,2022,Positive,0.8684,User_8884,Dine-in,No,No,82,12
Moti Mahal,Hyderabad,Mughlai,4.0,3322,2000,"Loved everything about this place. The ambiance, food, and service all 10 out of 10.",2022-08-07,August,2022,Positive,0.9389,User_3924,Takeaway,No,Yes,84,15
Social,Ahmedabad,Fast Food,3.9,1622,600,Absolutely loved the food! The biryani was heavenly and the service was top-notch.,2022-03-27,March,2022,Positive,0.3556,User_6875,Takeaway,Yes,Yes,82,13
6 Ballygunge Place,Chennai,Chinese,3.4,4197,1500,The ambiance is nice but food quality could be improved considerably.,2022-06-02,June,2022,Neutral,0.1472,User_2972,Delivery,No,No,69,11
Oudh 1590,Pune,North Indian,4.5,3817,1200,Amazing ambiance and delicious food. Highly recommended to all food lovers!,2022-11-09,November,2022,Positive,0.6253,User_1305,Delivery,No,Yes,75,11
Social,Hyderabad,Fast Food,4.0,2336,600,Great place for family dining. Kids loved the food and staff was very accommodating.,2022-06-08,June,2022,Positive,0.8927,User_3141,Dine-in,No,Yes,84,14
Bukhara,Chennai,Italian,2.1,227,1000,The staff was rude and unhelpful. Will never visit again and do not recommend.,2023-09-29,September,2023,Negative,-0.844,User_7422,Takeaway,Yes,No,78,14
The Irish House,Bangalore,Italian,1.3,3866,1500,The biryani was bland and overpriced. Expected much better quality from this place.,2023-12-17,December,2023,Negative,-0.793,User_5564,Delivery,No,No,83,13
Indian Accent,Delhi,Italian,2.2,3168,1500,Very bad experience overall. The manager was unapologetic about the long wait time.,2023-02-26,February,2023,Negative,-0.3529,User_6907,Takeaway,Yes,No,83,13
Nizam,Chennai,Thai,4.0,2341,800,"Fresh ingredients, wonderful taste, superb service. Came back thrice this month!",2022-10-29,October,2022,Positive,0.7485,User_9514,Dine-in,No,No,80,11
KFC,Kolkata,Mexican,3.9,1872,300,"Fresh ingredients, wonderful taste, superb service. Came back thrice this month!",2022-09-27,September,2022,Positive,0.8243,User_7541,Delivery,No,No,80,11
Arsalan,Bangalore,Mexican,4.4,962,200,Mouthwatering dishes! The dal makhani and naan were absolutely wonderful.,2022-11-14,November,2022,Positive,0.4983,User_5190,Delivery,Yes,Yes,73,10
The Irish House,Mumbai,Mexican,1.9,1103,1500,Very disappointing. The food tasted stale and the place looked dirty and unkempt.,2023-06-09,June,2023,Negative,-0.8998,User_9456,Delivery,No,Yes,81,13
Mocambo,Mumbai,Thai,3.2,4455,400,Okay for a quick meal but probably not my first choice for a special occasion.,2022-04-04,April,2022,Neutral,0.0671,User_7104,Dine-in,Yes,Yes,78,15
Arsalan,Chennai,Continental,3.8,2810,1000,Standard restaurant with regular Indian food. Nothing to write home about really.,2022-08-23,August,2022,Neutral,0.1503,User_3033,Takeaway,Yes,No,81,12
The Great Kabab Factory,Chennai,Bengali,4.0,2981,400,Amazing ambiance and delicious food. Highly recommended to all food lovers!,2022-05-07,May,2022,Positive,0.6172,User_1370,Delivery,Yes,Yes,75,11
Pizza Hut,Delhi,Italian,3.4,2721,1200,Standard restaurant with regular Indian food. Nothing to write home about really.,2023-09-24,September,2023,Neutral,0.1683,User_2359,Takeaway,No,Yes,81,12
Mamagoto,Kolkata,Chinese,4.2,2985,500,Incredible flavors! This is my go-to place for celebrations and special occasions.,2022-06-27,June,2022,Positive,0.6965,User_2038,Takeaway,No,No,82,12
Burger King,Bangalore,Mexican,4.4,4526,2000,"Loved everything about this place. The ambiance, food, and service all 10 out of 10.",2023-01-09,January,2023,Positive,0.3233,User_5644,Delivery,No,No,84,15
Pind Balluchi,Bangalore,Chinese,3.2,4743,400,Standard restaurant with regular Indian food. Nothing to write home about really.,2023-04-09,April,2023,Neutral,0.2864,User_2812,Dine-in,No,No,81,12
Smoke House Deli,Hyderabad,Fast Food,1.4,1775,1000,Very bad experience overall. The manager was unapologetic about the long wait time.,2023-10-10,October,2023,Negative,-0.98,User_3394,Dine-in,Yes,Yes,83,13
Haldirams,Ahmedabad,South Indian,1.7,1557,1000,Pathetic quality control. The food was terrible and caused stomach issues afterwards.,2023-05-04,May,2023,Negative,-0.3063,User_3172,Takeaway,No,Yes,85,12
Bukhara,Pune,Chinese,4.6,4577,600,Incredible flavors! This is my go-to place for celebrations and special occasions.,2023-04-30,April,2023,Positive,0.7447,User_7167,Dine-in,No,No,82,12
Aminia,Delhi,Italian,1.8,451,1000,The staff was rude and unhelpful. Will never visit again and do not recommend.,2023-06-13,June,2023,Negative,-0.8297,User_3088,Delivery,No,Yes,78,14
Oh! Calcutta,Kolkata,Thai,4.2,4529,1500,Absolutely loved the food! The biryani was heavenly and the service was top-notch.,2022-03-10,March,2022,Positive,0.9771,User_7661,Delivery,No,Yes,82,13
Taco Bell,Ahmedabad,Mughlai,1.3,95,200,Not hygienic at all. Found something unexpected in my food. Completely put off.,2023-03-04,March,2023,Negative,-0.8091,User_5028,Delivery,Yes,Yes,79,13
Karim's,Bangalore,Thai,4.1,4829,2000,Fantastic experience overall. The mutton biryani is a must-try. Worth every penny.,2022-03-30,March,2022,Positive,0.3621,User_5411,Takeaway,No,No,82,12
Udupi Palace,Delhi,North Indian,1.8,3882,200,Terrible service! Waited for over an hour and the food arrived cold and tasteless.,2022-09-22,September,2022,Negative,-0.336,User_2176,Takeaway,Yes,No,82,14
Farzi Cafe,Chennai,Mughlai,4.8,2141,400,Incredible flavors! This is my go-to place for celebrations and special occasions.,2022-12-09,December,2022,Positive,0.53,User_1493,Dine-in,No,Yes,82,12
Barbeque Nation,Mumbai,Fast Food,1.4,4880,500,Very disappointing. The food tasted stale and the place looked dirty and unkempt.,2023-06-11,June,2023,Negative,-0.9789,User_6746,Dine-in,Yes,Yes,81,13
Peter Cat,Kolkata,South Indian,4.0,2692,600,Amazing ambiance and delicious food. Highly recommended to all food lovers!,2022-07-30,July,2022,Positive,0.8289,User_1897,Takeaway,No,Yes,75,11
Arsalan,Mumbai,Italian,4.3,514,1500,Superb food quality and excellent presentation. The desserts were absolutely divine.,2022-01-13,January,2022,Positive,0.8655,User_7292,Dine-in,No,Yes,84,11
Udupi Palace,Delhi,Mughlai,3.9,2266,1500,Incredible flavors! This is my go-to place for celebrations and special occasions.,2022-07-02,July,2022,Positive,0.6783,User_1360,Takeaway,Yes,No,82,12
Yauatcha,Delhi,Bengali,1.4,2641,500,Food was not at all what was shown in the menu photos. Very deceiving experience.,2023-08-02,August,2023,Negative,-0.6387,User_4688,Dine-in,No,Yes,81,15
Subway,Chennai,Mughlai,4.6,556,300,Great place for family dining. Kids loved the food and staff was very accommodating.,2022-10-25,October,2022,Positive,0.4094,User_5065,Delivery,Yes,No,84,14
Trincas,Mumbai,Chinese,4.5,4429,800,Mouthwatering dishes! The dal makhani and naan were absolutely wonderful.,2023-01-29,January,2023,Positive,0.9112,User_4590,Delivery,Yes,No,73,10
Smoke House Deli,Hyderabad,Mexican,4.5,2208,2000,Mouthwatering dishes! The dal makhani and naan were absolutely wonderful.,2023-02-24,February,2023,Positive,0.5855,User_6325,Delivery,No,No,73,10
Barbeque Nation,Hyderabad,South Indian,2.1,859,2000,Not hygienic at all. Found something unexpected in my food. Completely put off.,2022-12-05,December,2022,Negative,-0.5872,User_3956,Takeaway,Yes,No,79,13
Mamagoto,Chennai,Mexican,4.6,4124,1200,"Loved everything about this place. The ambiance, food, and service all 10 out of 10.",2022-12-03,December,2022,Positive,0.6871,User_5296,Delivery,Yes,Yes,84,15
Farzi Cafe,Delhi,Bengali,3.0,2712,1000,Average restaurant overall. Food is decent but presentation could be much better.,2022-11-14,November,2022,Neutral,0.2977,User_1518,Takeaway,Yes,No,81,12
Biryani Blues,Mumbai,South Indian,4.3,4193,200,"Loved everything about this place. The ambiance, food, and service all 10 out of 10.",2022-03-10,March,2022,Positive,0.7313,User_2191,Takeaway,Yes,Yes,84,15
Arsalan,Delhi,South Indian,4.4,2280,600,Outstanding experience from start to finish. The staff was very friendly and welcoming.,2023-10-21,October,2023,Positive,0.6561,User_5145,Delivery,No,Yes,87,13
Pizza Hut,Kolkata,Mughlai,5.0,2728,2000,Best restaurant in the city! Will definitely come back. Highly recommend to everyone.,2022-03-07,March,2022,Positive,0.9373,User_2242,Dine-in,Yes,No,85,13
Karim's,Bangalore,Mughlai,4.4,2807,1000,Superb food quality and excellent presentation. The desserts were absolutely divine.,2022-03-14,March,2022,Positive,0.9551,User_6844,Dine-in,No,No,84,11
Taco Bell,Delhi,North Indian,4.5,2454,1000,Mouthwatering dishes! The dal makhani and naan were absolutely wonderful.,2023-04-28,April,2023,Positive,0.6648,User_2749,Delivery,Yes,No,73,10
Mocambo,Bangalore,Chinese,4.2,650,500,Incredible flavors! This is my go-to place for celebrations and special occasions.,2023-08-17,August,2023,Positive,0.966,User_5570,Takeaway,Yes,No,82,12
Pind Balluchi,Mumbai,North Indian,1.4,4850,300,Not hygienic at all. Found something unexpected in my food. Completely put off.,2023-12-30,December,2023,Negative,-0.6756,User_1668,Dine-in,No,No,79,13
Mocambo,Hyderabad,South Indian,4.0,3734,500,Superb food quality and excellent presentation. The desserts were absolutely divine.,2023-12-08,December,2023,Positive,0.8834,User_6216,Takeaway,Yes,Yes,84,11
Udupi Palace,Kolkata,South Indian,2.3,332,600,Worst dining experience ever. The chicken was undercooked and completely tasteless.,2023-08-12,August,2023,Negative,-0.562,User_1327,Delivery,No,No,83,11
Arsalan,Bangalore,Italian,2.5,677,1500,The biryani was bland and overpriced. Expected much better quality from this place.,2023-06-19,June,2023,Negative,-0.3446,User_2705,Takeaway,Yes,Yes,83,13
Barbeque Nation,Ahmedabad,Mughlai,3.2,2616,800,Decent place with average food. Nothing extraordinary but nothing terrible either.,2023-08-15,August,2023,Neutral,0.2877,User_9771,Takeaway,No,Yes,82,11
Mamagoto,Bangalore,Fast Food,4.9,2054,1200,"Loved everything about this place. The ambiance, food, and service all 10 out of 10.",2023-02-21,February,2023,Positive,0.5844,User_3145,Delivery,No,No,84,15
Moti Mahal,Delhi,Bengali,2.0,1724,400,Overpriced for mediocre food quality. Definitely not worth it at all.,2023-05-23,May,2023,Negative,-0.6713,User_1466,Delivery,No,Yes,69,11
Subway,Mumbai,Mughlai,3.1,1495,1500,Visited during lunch. The thali was alright but nothing particularly special.,2023-01-31,January,2023,Neutral,-0.0693,User_8824,Dine-in,No,Yes,77,11
Bohemian,Delhi,Continental,4.2,34,1000,Mouthwatering dishes! The dal makhani and naan were absolutely wonderful.,2022-10-25,October,2022,Positive,0.7804,User_7606,Takeaway,No,Yes,73,10
Subway,Mumbai,Mexican,4.8,2445,600,Fantastic experience overall. The mutton biryani is a must-try. Worth every penny.,2022-02-02,February,2022,Positive,0.4606,User_3072,Dine-in,No,No,82,12
Social,Chennai,Thai,1.5,2567,600,Extremely slow service. The food arrived cold and without proper presentation at all.,2022-01-15,January,2022,Negative,-0.755,User_7794,Dine-in,No,Yes,85,13
Punjab Grill,Chennai,South Indian,3.9,790,600,The food quality is exceptional. Every dish was perfectly cooked with fresh ingredients.,2023-01-31,January,2023,Positive,0.8073,User_8977,Dine-in,Yes,Yes,88,13
Farzi Cafe,Hyderabad,Bengali,2.9,966,400,Food was not at all what was shown in the menu photos. Very deceiving experience.,2022-09-30,September,2022,Negative,-0.3821,User_3173,Takeaway,Yes,No,81,15
Bukhara,Delhi,Fast Food,2.9,4871,1000,Not bad but not great either. Service was slow but the staff was polite throughout.,2022-11-30,November,2022,Neutral,0.199,User_1105,Dine-in,Yes,No,83,15
Barbeque Nation,Delhi,Bengali,3.0,156,500,Okay for a quick meal but probably not my first choice for a special occasion.,2022-12-04,December,2022,Neutral,-0.2628,User_8285,Delivery,Yes,Yes,78,15
Moti Mahal,Pune,Mughlai,3.2,518,1000,Moderate experience overall. Some dishes were good while others were just average.,2023-06-19,June,2023,Neutral,-0.1109,User_2463,Takeaway,No,Yes,82,12
Mainland China,Kolkata,Thai,4.5,2878,1000,Outstanding experience from start to finish. The staff was very friendly and welcoming.,2023-12-08,December,2023,Positive,0.7983,User_2106,Delivery,No,Yes,87,13
KFC,Bangalore,Bengali,4.9,3967,300,Perfect dining experience. The chef clearly knows what they are doing with each dish.,2023-02-20,February,2023,Positive,0.5241,User_3008,Takeaway,No,No,85,14
Barbeque Nation,Pune,Thai,4.7,564,200,The butter chicken here is legendary. Cannot stop thinking about it even now.,2022-05-24,May,2022,Positive,0.8601,User_8160,Delivery,No,No,77,13
Oh! Calcutta,Mumbai,Italian,4.2,1720,1000,"Fresh ingredients, wonderful taste, superb service. Came back thrice this month!",2023-08-23,August,2023,Positive,0.3641,User_5155,Takeaway,Yes,Yes,80,11
The Great Kabab Factory,Delhi,Continental,2.7,4655,1000,The staff was rude and unhelpful. Will never visit again and do not recommend.,2023-01-16,January,2023,Negative,-0.385,User_2885,Takeaway,No,Yes,78,14
Nizam,Hyderabad,North Indian,4.9,1364,1000,Superb food quality and excellent presentation. The desserts were absolutely divine.,2023-05-27,May,2023,Positive,0.9549,User_5622,Dine-in,No,No,84,11
Moti Mahal,Mumbai,North Indian,3.3,4701,300,Decent place with average food. Nothing extraordinary but nothing terrible either.,2023-12-21,December,2023,Neutral,0.1119,User_6694,Takeaway,Yes,No,82,11
Dominos Pizza,Hyderabad,Chinese,1.8,934,1000,Average food at best but way too expensive for what you get. Not worth visiting.,2023-03-15,March,2023,Negative,-0.8649,User_5897,Delivery,Yes,Yes,80,15
Trincas,Mumbai,Thai,4.8,1671,600,Incredible flavors! This is my go-to place for celebrations and special occasions.,2023-04-21,April,2023,Positive,0.9725,User_7304,Takeaway,Yes,Yes,82,12
Udupi Palace,Mumbai,Continental,4.6,4949,1500,"Fresh ingredients, wonderful taste, superb service. Came back thrice this month!",2022-04-10,April,2022,Positive,0.8017,User_2303,Dine-in,No,Yes,80,11
Saravana Bhavan,Bangalore,South Indian,4.6,4485,500,Superb food quality and excellent presentation. The desserts were absolutely divine.,2022-09-03,September,2022,Positive,0.7376,User_8449,Dine-in,Yes,Yes,84,11
Moti Mahal,Delhi,Italian,2.1,3787,800,Average food at best but way too expensive for what you get. Not worth visiting.,2023-12-12,December,2023,Negative,-0.5785,User_4722,Delivery,No,No,80,15
Peter Cat,Chennai,South Indian,4.8,1045,1200,Perfect dining experience. The chef clearly knows what they are doing with each dish.,2022-02-02,February,2022,Positive,0.559,User_6529,Takeaway,No,Yes,85,14
The Irish House,Ahmedabad,Mughlai,4.6,4869,200,Outstanding experience from start to finish. The staff was very friendly and welcoming.,2022-08-31,August,2022,Positive,0.4353,User_9397,Delivery,No,No,87,13
Subway,Bangalore,Fast Food,4.5,4183,400,Fantastic experience overall. The mutton biryani is a must-try. Worth every penny.,2022-05-09,May,2022,Positive,0.4789,User_6588,Dine-in,No,Yes,82,12
Smoke House Deli,Pune,Italian,4.2,1739,500,Great place for family dining. Kids loved the food and staff was very accommodating.,2022-04-22,April,2022,Positive,0.8419,User_4109,Takeaway,Yes,Yes,84,14
Rajdhani,Pune,South Indian,3.0,4045,500,Moderate experience overall. Some dishes were good while others were just average.,2023-11-03,November,2023,Neutral,-0.2257,User_3288,Dine-in,No,No,82,12
Oudh 1590,Delhi,Thai,4.9,1253,400,Best restaurant in the city! Will definitely come back. Highly recommend to everyone.,2023-01-15,January,2023,Positive,0.8189,User_2251,Dine-in,Yes,Yes,85,13
Bohemian,Delhi,Mexican,4.7,1757,2000,"Fresh ingredients, wonderful taste, superb service. Came back thrice this month!",2023-08-22,August,2023,Positive,0.6552,User_4587,Dine-in,Yes,Yes,80,11
The Irish House,Mumbai,Mexican,2.6,1265,1500,Extremely slow service. The food arrived cold and without proper presentation at all.,2022-01-19,January,2022,Negative,-0.9853,User_7668,Takeaway,Yes,Yes,85,13
Yauatcha,Hyderabad,Italian,2.5,4452,400,Very bad experience overall. The manager was unapologetic about the long wait time.,2023-03-08,March,2023,Negative,-0.3653,User_5065,Delivery,Yes,No,83,13
Flurys,Ahmedabad,Bengali,1.8,4064,1500,The biryani was bland and overpriced. Expected much better quality from this place.,2023-02-22,February,2023,Negative,-0.9747,User_1843,Dine-in,No,No,83,13
Indian Accent,Chennai,Continental,4.6,2236,1000,The food quality is exceptional. Every dish was perfectly cooked with fresh ingredients.,2023-06-27,June,2023,Positive,0.9545,User_9425,Delivery,Yes,Yes,88,13
Arsalan,Delhi,Chinese,2.7,2169,400,Not hygienic at all. Found something unexpected in my food. Completely put off.,2022-05-29,May,2022,Negative,-0.821,User_1605,Dine-in,No,No,79,13
Moti Mahal,Hyderabad,Mughlai,4.5,2935,1000,"Fresh ingredients, wonderful taste, superb service. Came back thrice this month!",2023-09-30,September,2023,Positive,0.3754,User_9347,Delivery,No,Yes,80,11
Yauatcha,Delhi,Italian,3.7,1989,800,Not bad but not great either. Service was slow but the staff was polite throughout.,2022-10-11,October,2022,Neutral,0.2325,User_7903,Delivery,Yes,Yes,83,15
Indian Accent,Hyderabad,Italian,4.3,3892,300,"Fresh ingredients, wonderful taste, superb service. Came back thrice this month!",2022-03-14,March,2022,Positive,0.6548,User_6887,Takeaway,No,No,80,11
Dominos Pizza,Chennai,Continental,1.7,4307,200,Extremely slow service. The food arrived cold and without proper presentation at all.,2023-08-23,August,2023,Negative,-0.5328,User_6740,Delivery,Yes,Yes,85,13
Arsalan,Delhi,Mughlai,4.8,2790,500,Outstanding experience from start to finish. The staff was very friendly and welcoming.,2022-06-20,June,2022,Positive,0.9572,User_7845,Dine-in,No,No,87,13
Bohemian,Kolkata,Fast Food,4.7,4888,200,Great place for family dining. Kids loved the food and staff was very accommodating.,2023-01-06,January,2023,Positive,0.8471,User_5929,Delivery,Yes,No,84,14
The Great Kabab Factory,Chennai,Thai,4.4,553,1000,Outstanding experience from start to finish. The staff was very friendly and welcoming.,2023-11-27,November,2023,Positive,0.792,User_9734,Dine-in,No,No,87,13
Saravana Bhavan,Ahmedabad,Fast Food,4.9,4912,1000,Mouthwatering dishes! The dal makhani and naan were absolutely wonderful.,2022-08-07,August,2022,Positive,0.6026,User_1194,Takeaway,Yes,No,73,10
Farzi Cafe,Delhi,Italian,4.6,2262,1200,Perfect dining experience. The chef clearly knows what they are doing with each dish.,2023-04-22,April,2023,Positive,0.8344,User_7943,Delivery,No,Yes,85,14
The Irish House,Chennai,North Indian,1.9,912,200,Very bad experience overall. The manager was unapologetic about the long wait time.,2022-12-12,December,2022,Negative,-0.7757,User_4268,Dine-in,Yes,No,83,13
Farzi Cafe,Mumbai,Bengali,1.9,801,500,Very bad experience overall. The manager was unapologetic about the long wait time.,2023-03-09,March,2023,Negative,-0.7979,User_9208,Takeaway,No,Yes,83,13
Mamagoto,Delhi,Chinese,4.8,2630,1500,Best restaurant in the city! Will definitely come back. Highly recommend to everyone.,2022-12-06,December,2022,Positive,0.334,User_3493,Delivery,Yes,Yes,85,13
Social,Mumbai,North Indian,4.4,3890,1200,Superb food quality and excellent presentation. The desserts were absolutely divine.,2022-12-11,December,2022,Positive,0.7944,User_9426,Takeaway,No,No,84,11
Subway,Delhi,Fast Food,2.9,3446,1500,The ambiance is nice but food quality could be improved considerably.,2022-04-03,April,2022,Neutral,0.1182,User_7431,Takeaway,Yes,No,69,11
Burger King,Pune,Italian,1.2,4640,600,Terrible service! Waited for over an hour and the food arrived cold and tasteless.,2022-04-05,April,2022,Negative,-0.6435,User_8182,Takeaway,No,No,82,14
McDonald's,Mumbai,Thai,1.9,911,500,Overpriced for mediocre food quality. Definitely not worth it at all.,2022-04-16,April,2022,Negative,-0.5473,User_5433,Takeaway,Yes,Yes,69,11
Oh! Calcutta,Pune,Italian,4.5,865,1200,Superb food quality and excellent presentation. The desserts were absolutely divine.,2023-01-16,January,2023,Positive,0.6025,User_9716,Takeaway,No,Yes,84,11
Saravana Bhavan,Chennai,Bengali,3.2,1525,1200,Average restaurant overall. Food is decent but presentation could be much better.,2022-11-15,November,2022,Neutral,-0.0235,User_8344,Delivery,No,Yes,81,12
KFC,Delhi,Bengali,4.0,890,400,The food quality is exceptional. Every dish was perfectly cooked with fresh ingredients.,2022-04-16,April,2022,Positive,0.6103,User_6432,Delivery,No,Yes,88,13
Farzi Cafe,Ahmedabad,Italian,1.9,853,600,The biryani was bland and overpriced. Expected much better quality from this place.,2022-01-21,January,2022,Negative,-0.5353,User_5103,Takeaway,No,No,83,13
Dominos Pizza,Hyderabad,Mughlai,4.1,1995,1000,Amazing ambiance and delicious food. Highly recommended to all food lovers!,2022-02-03,February,2022,Positive,0.6944,User_3090,Takeaway,No,No,75,11
Saravana Bhavan,Kolkata,Continental,1.5,565,400,Average food at best but way too expensive for what you get. Not worth visiting.,2022-10-17,October,2022,Negative,-0.41,User_1061,Takeaway,No,No,80,15
